OrderID,OrderDate,Month,Region,Product,Category,SalesPerson,Quantity,UnitPrice,Sales
399,2024-01-19,January,South,Phone,Electronics,Vikas,19,1200,22800
400,2024-07-01,July,West,Keyboard,Accessories,Riya,20,500,10000
401,2024-05-05,May,East,Laptop,Electronics,Priya,12,30000,360000
402,2024-02-25,February,West,Keyboard,Accessories,Karan,2,1200,2400
403,2024-10-02,October,South,Keyboard,Accessories,Amit,1,15000,15000
404,2024-11-12,November,South,Phone,Electronics,Neha,3,800,2400
405,2024-10-11,October,North,Laptop,Electronics,Amit,10,1200,12000
406,2024-01-10,January,West,Laptop,Electronics,Rahul,7,1200,8400
407,2024-06-28,June,North,Mouse,Accessories,Neha,15,500,7500
408,2024-08-26,August,West,Laptop,Electronics,Sneha,9,500,4500
409,2024-07-26,July,South,Laptop,Electronics,Rahul,4,500,2000
410,2024-10-20,October,West,Phone,Electronics,Priya,5,30000,150000
411,2024-07-18,July,West,Phone,Electronics,Amit,1,30000,30000
412,2024-06-22,June,West,Monitor,Accessories,Rahul,2,1200,2400
413,2024-06-13,June,West,Tablet,Electronics,Amit,14,15000,210000
414,2024-12-14,December,East,Tablet,Electronics,Rahul,17,800,13600
415,2024-02-25,February,South,Monitor,Accessories,Riya,1,1200,1200
416,2024-09-15,September,North,Tablet,Electronics,Rahul,14,800,11200
417,2024-08-20,August,North,Phone,Electronics,Amit,14,5000,70000
418,2024-12-13,December,East,Laptop,Electronics,Amit,20,1200,24000
419,2024-03-03,March,North,Keyboard,Accessories,Priya,4,1200,4800
420,2024-02-27,February,East,Phone,Electronics,Vikas,2,1200,2400
421,2024-01-31,January,East,Mouse,Accessories,Riya,6,500,3000
422,2024-03-16,March,West,Monitor,Accessories,Riya,19,15000,285000
423,2024-07-27,July,East,Keyboard,Accessories,Sneha,5,1200,6000
424,2024-10-06,October,East,Phone,Electronics,Karan,3,30000,90000
425,2024-11-28,November,West,Keyboard,Accessories,Rahul,19,800,15200
426,2024-10-07,October,East,Keyboard,Accessories,Karan,12,5000,60000
427,2024-05-04,May,East,Monitor,Accessories,Rahul,10,500,5000
428,2024-07-15,July,West,Phone,Electronics,Amit,17,15000,255000
429,2024-06-14,June,East,Tablet,Electronics,Karan,6,800,4800
430,2024-05-31,May,North,Tablet,Electronics,Amit,10,800,8000
431,2024-11-06,November,East,Phone,Electronics,Karan,18,500,9000
432,2024-07-17,July,West,Mouse,Accessories,Vikas,2,15000,30000
433,2024-04-25,April,South,Mouse,Accessories,Priya,4,15000,60000
434,2024-12-11,December,South,Tablet,Electronics,Sneha,12,800,9600
435,2024-08-31,August,East,Keyboard,Accessories,Neha,4,30000,120000
436,2024-07-29,July,North,Monitor,Accessories,Karan,4,500,2000
437,2024-08-01,August,East,Monitor,Accessories,Riya,19,800,15200
438,2024-08-22,August,East,Monitor,Accessories,Vikas,15,30000,450000
439,2024-09-26,September,West,Tablet,Electronics,Vikas,12,5000,60000
440,2024-08-15,August,East,Laptop,Electronics,Neha,16,5000,80000
441,2024-08-11,August,West,Keyboard,Accessories,Rahul,10,800,8000
442,2024-11-07,November,South,Laptop,Electronics,Vikas,11,1200,13200
443,2024-01-14,January,North,Phone,Electronics,Sneha,14,500,7000
444,2024-10-01,October,East,Keyboard,Accessories,Priya,16,1200,19200
445,2024-12-16,December,West,Keyboard,Accessories,Priya,17,30000,510000
446,2024-10-31,October,East,Monitor,Accessories,Karan,12,500,6000
447,2024-04-27,April,North,Laptop,Electronics,Priya,3,15000,45000
448,2024-11-28,November,South,Tablet,Electronics,Rahul,17,5000,85000
449,2024-08-13,August,East,Monitor,Accessories,Riya,16,5000,80000
450,2024-07-06,July,North,Phone,Electronics,Sneha,12,1200,14400
451,2024-12-01,December,East,Keyboard,Accessories,Vikas,6,500,3000
452,2024-03-21,March,East,Keyboard,Accessories,Rahul,14,30000,420000
453,2024-04-03,April,North,Keyboard,Accessories,Riya,7,5000,35000
454,2024-11-21,November,North,Tablet,Electronics,Priya,19,30000,570000
455,2024-12-29,December,North,Laptop,Electronics,Sneha,1,1200,1200
456,2024-01-08,January,North,Monitor,Accessories,Rahul,4,15000,60000
457,2024-10-17,October,East,Phone,Electronics,Neha,16,15000,240000
458,2024-11-04,November,North,Keyboard,Accessories,Neha,7,5000,35000
459,2024-02-24,February,North,Phone,Electronics,Riya,17,15000,255000
460,2024-09-08,September,West,Laptop,Electronics,Priya,6,15000,90000
461,2024-10-23,October,East,Laptop,Electronics,Neha,1,30000,30000
462,2024-05-21,May,South,Mouse,Accessories,Amit,8,1200,9600
463,2024-02-02,February,East,Tablet,Electronics,Rahul,4,15000,60000
464,2024-01-11,January,North,Monitor,Accessories,Rahul,20,5000,100000
465,2024-08-13,August,North,Monitor,Accessories,Rahul,19,500,9500
466,2024-03-22,March,South,Phone,Electronics,Vikas,8,500,4000
467,2024-08-02,August,East,Laptop,Electronics,Karan,15,1200,18000
468,2024-07-18,July,South,Laptop,Electronics,Priya,8,30000,240000
469,2024-09-05,September,North,Tablet,Electronics,Rahul,13,30000,390000
470,2024-07-02,July,West,Laptop,Electronics,Neha,6,800,4800
471,2024-10-14,October,East,Laptop,Electronics,Riya,10,5000,50000
472,2024-06-20,June,West,Tablet,Electronics,Riya,18,5000,90000
473,2024-10-10,October,South,Laptop,Electronics,Priya,14,1200,16800
474,2024-06-25,June,South,Phone,Electronics,Priya,15,1200,18000
475,2024-01-13,January,East,Laptop,Electronics,Neha,9,30000,270000
476,2024-04-10,April,East,Phone,Electronics,Neha,5,500,2500
477,2024-05-02,May,South,Keyboard,Accessories,Vikas,15,5000,75000
478,2024-07-26,July,West,Tablet,Electronics,Rahul,7,30000,210000
479,2024-04-14,April,South,Tablet,Electronics,Karan,16,15000,240000
480,2024-05-13,May,West,Mouse,Accessories,Vikas,5,30000,150000
481,2024-11-07,November,South,Keyboard,Accessories,Neha,8,5000,40000
482,2024-10-04,October,East,Laptop,Electronics,Priya,17,500,8500
483,2024-06-08,June,North,Laptop,Electronics,Priya,19,800,15200
484,2024-03-31,March,South,Mouse,Accessories,Vikas,3,30000,90000
485,2024-10-14,October,East,Phone,Electronics,Sneha,4,500,2000
486,2024-06-08,June,North,Phone,Electronics,Rahul,3,30000,90000
487,2024-07-23,July,East,Tablet,Electronics,Vikas,5,30000,150000
488,2024-11-17,November,South,Monitor,Accessories,Sneha,15,30000,450000
489,2024-12-13,December,East,Phone,Electronics,Priya,1,1200,1200
490,2024-07-24,July,East,Laptop,Electronics,Riya,15,800,12000
491,2024-05-18,May,South,Phone,Electronics,Amit,10,500,5000
492,2024-03-23,March,West,Monitor,Accessories,Rahul,2,15000,30000
493,2024-01-21,January,East,Tablet,Electronics,Neha,5,5000,25000
494,2024-09-11,September,East,Keyboard,Accessories,Priya,8,15000,120000
495,2024-01-01,January,North,Mouse,Accessories,Sneha,19,1200,22800
496,2024-12-22,December,North,Laptop,Electronics,Rahul,19,15000,285000
497,2024-06-12,June,South,Mouse,Accessories,Vikas,4,500,2000
498,2024-12-21,December,West,Mouse,Accessories,Rahul,3,5000,15000
499,2024-06-27,June,West,Tablet,Electronics,Karan,17,500,8500
500,2024-12-18,December,West,Tablet,Electronics,Amit,17,30000,510000
501,2024-12-10,December,South,Mouse,Accessories,Karan,7,5000,35000
502,2024-10-13,October,East,Phone,Electronics,Neha,2,30000,60000
503,2024-04-30,April,East,Keyboard,Accessories,Rahul,6,30000,180000
504,2024-06-26,June,West,Laptop,Electronics,Riya,6,1200,7200
505,2024-03-10,March,West,Phone,Electronics,Karan,10,800,8000
506,2024-09-20,September,West,Phone,Electronics,Neha,8,500,4000
507,2024-06-02,June,South,Mouse,Accessories,Neha,12,30000,360000
508,2024-06-19,June,North,Keyboard,Accessories,Priya,19,800,15200
509,2024-08-24,August,West,Phone,Electronics,Rahul,5,15000,75000
510,2024-07-03,July,West,Laptop,Electronics,Rahul,10,500,5000
511,2024-06-04,June,South,Laptop,Electronics,Riya,2,1200,2400
512,2024-02-27,February,South,Mouse,Accessories,Vikas,10,5000,50000
513,2024-07-04,July,East,Monitor,Accessories,Neha,15,15000,225000
514,2024-01-06,January,West,Keyboard,Accessories,Karan,3,500,1500
515,2024-10-15,October,East,Laptop,Electronics,Riya,11,30000,330000
516,2024-09-07,September,South,Mouse,Accessories,Vikas,16,5000,80000
517,2024-11-25,November,East,Laptop,Electronics,Sneha,12,500,6000
518,2024-03-11,March,North,Mouse,Accessories,Amit,8,500,4000
519,2024-07-07,July,South,Monitor,Accessories,Neha,5,1200,6000
520,2024-11-11,November,East,Laptop,Electronics,Priya,10,30000,300000
521,2024-04-27,April,East,Phone,Electronics,Neha,12,1200,14400
522,2024-05-02,May,North,Keyboard,Accessories,Amit,12,1200,14400
523,2024-12-27,December,West,Laptop,Electronics,Amit,19,30000,570000
524,2024-09-12,September,South,Phone,Electronics,Sneha,16,5000,80000
525,2024-02-11,February,South,Keyboard,Accessories,Rahul,19,30000,570000
526,2024-11-22,November,West,Phone,Electronics,Riya,5,5000,25000
527,2024-04-07,April,South,Laptop,Electronics,Vikas,15,5000,75000
528,2024-09-18,September,West,Laptop,Electronics,Neha,2,15000,30000
529,2024-01-29,January,West,Tablet,Electronics,Vikas,3,30000,90000
530,2024-12-07,December,South,Laptop,Electronics,Neha,15,500,7500
531,2024-08-14,August,East,Monitor,Accessories,Rahul,10,500,5000
532,2024-06-14,June,West,Monitor,Accessories,Priya,3,15000,45000
533,2024-11-07,November,North,Keyboard,Accessories,Amit,5,5000,25000
534,2024-12-03,December,East,Mouse,Accessories,Priya,11,15000,165000
535,2024-11-27,November,South,Tablet,Electronics,Sneha,16,30000,480000
536,2024-01-15,January,South,Tablet,Electronics,Rahul,17,30000,510000
537,2024-02-13,February,South,Mouse,Accessories,Vikas,15,30000,450000
538,2024-07-03,July,South,Keyboard,Accessories,Karan,19,5000,95000
539,2024-04-26,April,South,Monitor,Accessories,Rahul,9,500,4500
540,2024-05-09,May,North,Keyboard,Accessories,Rahul,4,800,3200
541,2024-09-07,September,South,Keyboard,Accessories,Karan,9,30000,270000
542,2024-12-22,December,North,Phone,Electronics,Riya,18,15000,270000
543,2024-03-09,March,North,Monitor,Accessories,Riya,3,5000,15000
544,2024-03-28,March,South,Monitor,Accessories,Karan,13,15000,195000
545,2024-11-12,November,North,Laptop,Electronics,Priya,5,1200,6000
546,2024-01-22,January,North,Phone,Electronics,Rahul,2,1200,2400
547,2024-12-28,December,South,Monitor,Accessories,Priya,10,500,5000
548,2024-10-15,October,North,Laptop,Electronics,Vikas,20,800,16000
549,2024-06-23,June,North,Phone,Electronics,Sneha,12,30000,360000
550,2024-09-19,September,East,Laptop,Electronics,Karan,8,1200,9600
551,2024-02-21,February,East,Laptop,Electronics,Vikas,20,1200,24000
552,2024-12-11,December,South,Keyboard,Accessories,Sneha,4,500,2000
553,2024-08-16,August,North,Tablet,Electronics,Karan,7,30000,210000
554,2024-02-26,February,North,Laptop,Electronics,Sneha,1,5000,5000
555,2024-05-28,May,West,Phone,Electronics,Neha,5,15000,75000
556,2024-12-19,December,East,Keyboard,Accessories,Karan,9,15000,135000
557,2024-03-18,March,West,Laptop,Electronics,Karan,1,1200,1200
558,2024-04-03,April,West,Laptop,Electronics,Karan,2,500,1000
559,2024-04-27,April,North,Phone,Electronics,Vikas,15,5000,75000
560,2024-06-08,June,South,Tablet,Electronics,Amit,17,800,13600
561,2024-08-27,August,East,Phone,Electronics,Karan,6,1200,7200
562,2024-01-04,January,East,Monitor,Accessories,Karan,12,1200,14400
563,2024-05-07,May,West,Tablet,Electronics,Amit,8,500,4000
564,2024-12-09,December,South,Mouse,Accessories,Sneha,5,30000,150000
565,2024-09-13,September,East,Monitor,Accessories,Vikas,9,500,4500
566,2024-10-26,October,South,Keyboard,Accessories,Amit,19,15000,285000
567,2024-08-06,August,North,Keyboard,Accessories,Vikas,4,800,3200
568,2024-12-14,December,North,Tablet,Electronics,Sneha,8,800,6400
569,2024-11-21,November,South,Tablet,Electronics,Vikas,12,15000,180000
570,2024-01-31,January,East,Keyboard,Accessories,Vikas,13,1200,15600
571,2024-05-04,May,South,Monitor,Accessories,Vikas,17,1200,20400
572,2024-01-04,January,West,Phone,Electronics,Priya,5,800,4000
573,2024-06-03,June,South,Monitor,Accessories,Riya,13,15000,195000
574,2024-06-06,June,East,Phone,Electronics,Vikas,10,30000,300000
575,2024-02-10,February,South,Laptop,Electronics,Sneha,7,15000,105000
576,2024-07-01,July,West,Keyboard,Accessories,Riya,12,5000,60000
577,2024-05-21,May,East,Monitor,Accessories,Amit,11,800,8800
578,2024-12-26,December,North,Phone,Electronics,Rahul,9,800,7200
579,2024-04-12,April,East,Laptop,Electronics,Riya,13,5000,65000
580,2024-01-30,January,South,Phone,Electronics,Amit,8,30000,240000
581,2024-06-23,June,South,Laptop,Electronics,Amit,3,15000,45000
582,2024-11-24,November,North,Phone,Electronics,Vikas,9,15000,135000
583,2024-06-16,June,North,Laptop,Electronics,Karan,7,1200,8400
584,2024-06-21,June,South,Monitor,Accessories,Amit,20,30000,600000
585,2024-11-16,November,East,Monitor,Accessories,Karan,2,500,1000
586,2024-08-25,August,North,Keyboard,Accessories,Amit,13,1200,15600
587,2024-06-09,June,North,Tablet,Electronics,Priya,19,30000,570000
588,2024-02-17,February,North,Keyboard,Accessories,Neha,11,800,8800
589,2024-02-16,February,East,Phone,Electronics,Vikas,5,15000,75000
590,2024-12-14,December,South,Monitor,Accessories,Vikas,12,15000,180000
591,2024-12-30,December,West,Phone,Electronics,Amit,20,1200,24000
592,2024-10-08,October,West,Mouse,Accessories,Sneha,10,30000,300000
593,2024-05-20,May,South,Tablet,Electronics,Sneha,17,15000,255000
594,2024-02-21,February,East,Laptop,Electronics,Neha,18,5000,90000
595,2024-02-16,February,North,Mouse,Accessories,Neha,8,5000,40000
596,2024-09-13,September,South,Laptop,Electronics,Neha,2,15000,30000
597,2024-03-17,March,South,Tablet,Electronics,Neha,20,1200,24000
598,2024-12-29,December,South,Keyboard,Accessories,Karan,1,1200,1200
599,2024-06-25,June,West,Monitor,Accessories,Karan,7,30000,210000
600,2024-02-25,February,North,Phone,Electronics,Riya,11,500,5500
601,2024-06-28,June,North,Mouse,Accessories,Rahul,13,30000,390000
602,2024-07-11,July,South,Keyboard,Accessories,Amit,13,5000,65000
603,2024-12-29,December,West,Tablet,Electronics,Rahul,1,1200,1200
604,2024-06-15,June,West,Phone,Electronics,Sneha,12,800,9600
605,2024-10-18,October,South,Tablet,Electronics,Karan,16,800,12800
606,2024-05-24,May,North,Tablet,Electronics,Vikas,5,1200,6000
607,2024-03-23,March,East,Laptop,Electronics,Karan,16,800,12800
608,2024-04-17,April,East,Phone,Electronics,Amit,19,500,9500
609,2024-03-12,March,East,Monitor,Accessories,Amit,6,5000,30000
610,2024-03-09,March,East,Laptop,Electronics,Neha,5,500,2500
611,2024-03-27,March,West,Keyboard,Accessories,Priya,12,500,6000
612,2024-11-24,November,West,Laptop,Electronics,Vikas,14,1200,16800
613,2024-04-13,April,North,Laptop,Electronics,Amit,19,800,15200
614,2024-04-28,April,West,Phone,Electronics,Riya,17,15000,255000
615,2024-06-11,June,North,Mouse,Accessories,Riya,1,500,500
616,2024-09-26,September,West,Laptop,Electronics,Amit,16,800,12800
617,2024-10-03,October,South,Phone,Electronics,Riya,8,30000,240000
618,2024-02-09,February,East,Keyboard,Accessories,Rahul,12,5000,60000
619,2024-12-26,December,South,Phone,Electronics,Amit,3,1200,3600
620,2024-01-23,January,South,Tablet,Electronics,Amit,9,500,4500
621,2024-05-16,May,North,Monitor,Accessories,Vikas,18,1200,21600
622,2024-08-20,August,East,Mouse,Accessories,Vikas,2,30000,60000
623,2024-05-17,May,West,Mouse,Accessories,Priya,14,30000,420000
624,2024-07-15,July,South,Tablet,Electronics,Priya,18,5000,90000
625,2024-11-21,November,North,Monitor,Accessories,Rahul,14,800,11200
626,2024-12-21,December,West,Keyboard,Accessories,Rahul,17,1200,20400
627,2024-11-13,November,North,Phone,Electronics,Amit,4,500,2000
628,2024-12-16,December,West,Monitor,Accessories,Vikas,18,1200,21600
629,2024-08-30,August,West,Monitor,Accessories,Vikas,19,500,9500
630,2024-04-30,April,West,Keyboard,Accessories,Vikas,18,5000,90000
631,2024-09-26,September,East,Mouse,Accessories,Vikas,3,5000,15000
632,2024-04-24,April,East,Laptop,Electronics,Sneha,18,30000,540000
633,2024-10-28,October,West,Monitor,Accessories,Rahul,12,15000,180000
634,2024-07-05,July,South,Phone,Electronics,Neha,3,15000,45000
635,2024-03-29,March,South,Tablet,Electronics,Karan,8,30000,240000
636,2024-07-14,July,East,Phone,Electronics,Priya,2,1200,2400
637,2024-12-25,December,East,Laptop,Electronics,Priya,14,800,11200
638,2024-12-05,December,East,Laptop,Electronics,Karan,12,1200,14400
639,2024-07-21,July,East,Mouse,Accessories,Karan,3,1200,3600
640,2024-11-20,November,West,Mouse,Accessories,Neha,4,5000,20000
641,2024-12-14,December,South,Keyboard,Accessories,Vikas,5,500,2500
642,2024-05-01,May,East,Monitor,Accessories,Vikas,17,30000,510000
643,2024-10-11,October,South,Monitor,Accessories,Amit,9,500,4500
644,2024-10-29,October,South,Keyboard,Accessories,Sneha,9,500,4500
645,2024-06-14,June,East,Mouse,Accessories,Rahul,18,1200,21600
646,2024-09-25,September,West,Tablet,Electronics,Riya,15,500,7500
647,2024-05-28,May,East,Phone,Electronics,Amit,5,5000,25000
648,2024-07-06,July,North,Mouse,Accessories,Sneha,15,5000,75000
649,2024-11-07,November,East,Monitor,Accessories,Vikas,14,30000,420000
650,2024-03-07,March,South,Phone,Electronics,Vikas,13,15000,195000
651,2024-02-06,February,North,Laptop,Electronics,Karan,7,1200,8400
652,2024-07-31,July,West,Monitor,Accessories,Amit,13,15000,195000
653,2024-08-24,August,West,Laptop,Electronics,Priya,19,15000,285000
654,2024-02-03,February,West,Monitor,Accessories,Priya,16,800,12800
655,2024-01-05,January,South,Monitor,Accessories,Rahul,5,15000,75000
656,2024-12-14,December,East,Monitor,Accessories,Vikas,18,500,9000
657,2024-02-16,February,South,Monitor,Accessories,Riya,15,500,7500
658,2024-09-11,September,North,Keyboard,Accessories,Rahul,1,500,500
659,2024-12-14,December,South,Keyboard,Accessories,Vikas,15,500,7500
660,2024-12-19,December,West,Monitor,Accessories,Neha,2,15000,30000
661,2024-03-15,March,East,Monitor,Accessories,Vikas,2,30000,60000
662,2024-04-05,April,East,Phone,Electronics,Sneha,17,500,8500
663,2024-05-10,May,East,Laptop,Electronics,Priya,11,5000,55000
664,2024-01-27,January,East,Keyboard,Accessories,Sneha,14,30000,420000
665,2024-10-03,October,East,Phone,Electronics,Sneha,13,5000,65000
666,2024-04-16,April,East,Phone,Electronics,Karan,5,500,2500
667,2024-10-25,October,South,Mouse,Accessories,Vikas,16,30000,480000
668,2024-12-27,December,North,Tablet,Electronics,Vikas,7,5000,35000
669,2024-07-28,July,East,Laptop,Electronics,Amit,18,500,9000
670,2024-05-29,May,South,Tablet,Electronics,Rahul,8,5000,40000
671,2024-07-26,July,West,Keyboard,Accessories,Rahul,20,5000,100000
672,2024-08-10,August,North,Phone,Electronics,Amit,2,800,1600
673,2024-09-11,September,South,Phone,Electronics,Amit,3,15000,45000
674,2024-03-25,March,West,Mouse,Accessories,Rahul,18,30000,540000
675,2024-09-30,September,South,Mouse,Accessories,Neha,10,800,8000
676,2024-02-21,February,West,Mouse,Accessories,Riya,7,15000,105000
677,2024-07-31,July,South,Phone,Electronics,Sneha,3,500,1500
678,2024-08-05,August,South,Mouse,Accessories,Amit,15,30000,450000
679,2024-03-22,March,West,Mouse,Accessories,Sneha,5,500,2500
680,2024-12-27,December,South,Phone,Electronics,Sneha,19,1200,22800
681,2024-04-19,April,South,Tablet,Electronics,Rahul,11,15000,165000
682,2024-07-13,July,South,Monitor,Accessories,Sneha,2,1200,2400
683,2024-02-17,February,South,Phone,Electronics,Karan,18,30000,540000
684,2024-06-19,June,West,Phone,Electronics,Riya,6,5000,30000
685,2024-12-02,December,South,Laptop,Electronics,Riya,12,500,6000
686,2024-01-10,January,West,Tablet,Electronics,Riya,16,1200,19200
687,2024-06-04,June,North,Phone,Electronics,Rahul,16,1200,19200
688,2024-04-26,April,East,Phone,Electronics,Amit,16,1200,19200
689,2024-01-01,January,East,Keyboard,Accessories,Rahul,20,500,10000
690,2024-03-29,March,East,Phone,Electronics,Vikas,10,500,5000
691,2024-06-17,June,East,Monitor,Accessories,Neha,16,800,12800
692,2024-10-13,October,West,Laptop,Electronics,Riya,10,500,5000
693,2024-03-23,March,West,Mouse,Accessories,Karan,18,500,9000
694,2024-09-19,September,North,Laptop,Electronics,Priya,2,500,1000
695,2024-10-22,October,East,Mouse,Accessories,Riya,5,5000,25000
696,2024-03-27,March,North,Tablet,Electronics,Vikas,6,1200,7200
697,2024-03-17,March,East,Laptop,Electronics,Riya,16,1200,19200
698,2024-03-19,March,West,Laptop,Electronics,Sneha,8,500,4000
699,2024-06-15,June,West,Keyboard,Accessories,Rahul,18,500,9000
700,2024-01-22,January,East,Phone,Electronics,Vikas,19,15000,285000
701,2024-10-11,October,South,Phone,Electronics,Neha,10,5000,50000
702,2024-05-02,May,North,Phone,Electronics,Amit,18,15000,270000
703,2024-12-25,December,South,Laptop,Electronics,Rahul,2,5000,10000
704,2024-05-15,May,North,Laptop,Electronics,Priya,6,800,4800
705,2024-02-26,February,East,Monitor,Accessories,Riya,20,15000,300000
706,2024-04-29,April,South,Laptop,Electronics,Amit,19,800,15200
707,2024-06-21,June,North,Phone,Electronics,Amit,3,15000,45000
708,2024-03-30,March,East,Phone,Electronics,Vikas,20,30000,600000
709,2024-04-03,April,North,Laptop,Electronics,Vikas,15,15000,225000
710,2024-02-15,February,South,Monitor,Accessories,Neha,14,500,7000
711,2024-03-26,March,South,Mouse,Accessories,Vikas,17,30000,510000
712,2024-04-22,April,East,Phone,Electronics,Riya,7,800,5600
713,2024-09-11,September,East,Laptop,Electronics,Riya,16,500,8000
714,2024-11-16,November,North,Keyboard,Accessories,Vikas,3,800,2400
715,2024-06-27,June,South,Monitor,Accessories,Karan,3,30000,90000
716,2024-05-12,May,East,Mouse,Accessories,Amit,16,800,12800
717,2024-10-29,October,South,Mouse,Accessories,Priya,15,30000,450000
718,2024-10-30,October,North,Monitor,Accessories,Riya,17,1200,20400
719,2024-04-11,April,West,Tablet,Electronics,Rahul,8,800,6400
720,2024-12-29,December,North,Monitor,Accessories,Priya,19,30000,570000
721,2024-12-15,December,East,Mouse,Accessories,Priya,13,30000,390000
722,2024-11-30,November,East,Monitor,Accessories,Priya,3,800,2400
723,2024-09-07,September,North,Tablet,Electronics,Riya,1,1200,1200
724,2024-11-05,November,East,Monitor,Accessories,Karan,14,5000,70000
725,2024-04-19,April,North,Phone,Electronics,Vikas,11,15000,165000
726,2024-01-17,January,East,Monitor,Accessories,Vikas,15,15000,225000
727,2024-12-25,December,West,Laptop,Electronics,Priya,9,800,7200
728,2024-03-02,March,South,Mouse,Accessories,Amit,18,800,14400
729,2024-05-18,May,East,Monitor,Accessories,Neha,6,5000,30000
730,2024-06-28,June,West,Tablet,Electronics,Sneha,6,800,4800
731,2024-11-06,November,South,Monitor,Accessories,Neha,11,15000,165000
732,2024-01-01,January,South,Monitor,Accessories,Riya,17,500,8500
733,2024-12-02,December,East,Phone,Electronics,Vikas,15,15000,225000
734,2024-09-20,September,West,Mouse,Accessories,Neha,4,15000,60000
735,2024-09-20,September,East,Tablet,Electronics,Karan,14,500,7000
736,2024-06-05,June,West,Tablet,Electronics,Amit,10,1200,12000
737,2024-07-05,July,North,Mouse,Accessories,Amit,16,5000,80000
738,2024-07-12,July,West,Mouse,Accessories,Sneha,4,15000,60000
739,2024-11-06,November,West,Keyboard,Accessories,Amit,5,30000,150000
740,2024-01-04,January,East,Tablet,Electronics,Neha,16,800,12800
741,2024-09-17,September,North,Phone,Electronics,Priya,19,15000,285000
742,2024-05-23,May,South,Phone,Electronics,Sneha,19,30000,570000
743,2024-10-07,October,West,Keyboard,Accessories,Riya,1,5000,5000
744,2024-12-29,December,East,Mouse,Accessories,Sneha,13,5000,65000
745,2024-09-10,September,North,Tablet,Electronics,Vikas,6,15000,90000
746,2024-02-01,February,South,Phone,Electronics,Sneha,7,15000,105000
747,2024-12-14,December,East,Mouse,Accessories,Amit,17,800,13600
748,2024-07-03,July,South,Keyboard,Accessories,Sneha,10,5000,50000
749,2024-11-13,November,East,Tablet,Electronics,Karan,16,800,12800
750,2024-05-13,May,East,Monitor,Accessories,Priya,4,30000,120000
751,2024-05-16,May,North,Tablet,Electronics,Rahul,13,5000,65000
752,2024-07-28,July,South,Keyboard,Accessories,Vikas,15,15000,225000
753,2024-10-01,October,West,Laptop,Electronics,Priya,5,1200,6000
754,2024-07-04,July,West,Laptop,Electronics,Sneha,9,5000,45000
755,2024-08-18,August,North,Mouse,Accessories,Amit,4,1200,4800
756,2024-06-30,June,East,Keyboard,Accessories,Sneha,19,1200,22800
757,2024-02-19,February,West,Phone,Electronics,Riya,3,15000,45000
758,2024-03-31,March,North,Tablet,Electronics,Priya,6,30000,180000
759,2024-07-19,July,West,Monitor,Accessories,Vikas,11,5000,55000
760,2024-03-14,March,West,Tablet,Electronics,Sneha,6,30000,180000
761,2024-12-15,December,North,Phone,Electronics,Priya,7,1200,8400
762,2024-10-20,October,South,Laptop,Electronics,Priya,17,500,8500
763,2024-05-20,May,South,Monitor,Accessories,Neha,7,15000,105000
764,2024-03-04,March,East,Phone,Electronics,Amit,8,15000,120000
765,2024-03-08,March,West,Mouse,Accessories,Sneha,13,1200,15600
766,2024-11-05,November,East,Mouse,Accessories,Rahul,3,15000,45000
767,2024-07-03,July,North,Phone,Electronics,Vikas,10,500,5000
768,2024-03-03,March,East,Laptop,Electronics,Rahul,17,500,8500
769,2024-03-12,March,West,Laptop,Electronics,Sneha,15,30000,450000
770,2024-10-29,October,North,Keyboard,Accessories,Amit,2,5000,10000
771,2024-09-04,September,South,Keyboard,Accessories,Sneha,15,500,7500
772,2024-09-28,September,South,Mouse,Accessories,Rahul,11,1200,13200
773,2024-10-22,October,North,Keyboard,Accessories,Rahul,7,1200,8400
774,2024-05-17,May,West,Phone,Electronics,Vikas,1,15000,15000
775,2024-02-15,February,North,Laptop,Electronics,Priya,9,30000,270000
776,2024-07-28,July,South,Monitor,Accessories,Amit,17,15000,255000
777,2024-12-02,December,East,Tablet,Electronics,Riya,18,1200,21600
778,2024-03-09,March,West,Mouse,Accessories,Karan,16,15000,240000
779,2024-04-07,April,East,Mouse,Accessories,Rahul,20,5000,100000
780,2024-05-24,May,South,Laptop,Electronics,Riya,13,800,10400
781,2024-08-12,August,South,Mouse,Accessories,Rahul,17,500,8500
782,2024-12-25,December,East,Tablet,Electronics,Amit,7,15000,105000
783,2024-01-09,January,North,Mouse,Accessories,Vikas,20,30000,600000
784,2024-11-24,November,East,Phone,Electronics,Vikas,14,500,7000
785,2024-11-19,November,East,Mouse,Accessories,Vikas,6,15000,90000
786,2024-03-30,March,East,Tablet,Electronics,Priya,4,500,2000
787,2024-06-24,June,North,Laptop,Electronics,Neha,15,500,7500
788,2024-02-12,February,East,Tablet,Electronics,Vikas,16,5000,80000
789,2024-09-27,September,East,Monitor,Accessories,Priya,5,500,2500
790,2024-12-02,December,North,Phone,Electronics,Rahul,12,1200,14400
791,2024-08-11,August,West,Mouse,Accessories,Neha,9,15000,135000
792,2024-01-07,January,North,Monitor,Accessories,Rahul,5,800,4000
793,2024-07-13,July,North,Mouse,Accessories,Amit,19,15000,285000
794,2024-04-14,April,North,Laptop,Electronics,Vikas,15,500,7500
795,2024-08-24,August,West,Tablet,Electronics,Rahul,20,15000,300000
796,2024-06-30,June,West,Laptop,Electronics,Riya,8,800,6400
